OID_,STREET_NAM,ROADINVENT,FUNCTIONAL,JURISDICTI,Divided,InstallDat,ExisFacil,Shape_Length,shape_wkt
1161,Walter Street,5222500.000000000000000,6,2,,2016,SLM,0.000467808547549,"MULTILINESTRING M ((-71.130537683999933 42.297776129000056 NAN, -71.130366184999957 42.297784174000071 NAN, -71.130263971999966 42.297780647000025 NAN, -71.130071193999981 42.297760316000051 NAN))"
1162,Washington Street,4843200.000000000000000,3,2,,2009,BL-PEAKBUS,0.000715213392300,"MULTILINESTRING M ((-71.123595910999938 42.290720996000061 NAN, -71.123072355999966 42.291208254000026 NAN))"
1163,Washington Street,5116800.000000000000000,3,2,,2009,BL-PEAKBUS,0.000204766799691,"MULTILINESTRING M ((-71.120391569999981 42.293709016000037 NAN, -71.120252543999982 42.293859353000073 NAN))"
1164,Centre Street,6264500.000000000000000,2,3,1,2011,BL,0.000429872217262,"MULTILINESTRING M ((-71.124146144999941 42.306390814000054 NAN, -71.124271921999934 42.306177404000039 NAN, -71.124348705999978 42.306012223000039 NAN))"
1165,Perkins Street,4648700.000000000000000,5,2,,2010,SLM,0.000350452494630,"MULTILINESTRING M ((-71.114501639999958 42.321244142000069 NAN, -71.114154460999941 42.321291930000029 NAN))"
1166,Huntington Avenue,5383300.000000000000000,3,2,1,2010,SLM,0.000726918399724,"MULTILINESTRING M ((-71.112748694999937 42.331827960000055 NAN, -71.112518936999948 42.331855791000066 NAN, -71.112255687999948 42.331904172000066 NAN, -71.112143968999987 42.331931386000065 NAN, -71.112045358999978 42.331986234000055 NAN))"
1167,Brighton Avenue,5246900.000000000000000,3,2,1,2019,SLM,0.000706163757809,"MULTILINESTRING M ((-71.128407380999988 42.352523305000034 NAN, -71.127706727999964 42.352435256000035 NAN))"
1168,Brighton Avenue,5720800.000000000000000,3,2,1,2019,SLM,0.001875333146914,"MULTILINESTRING M ((-71.126942492999945 42.352335130000029 NAN, -71.12508110999994 42.35210681500007 NAN))"
1169,Brighton Avenue,5246700.000000000000000,3,2,1,2010,BL,0.000384732941177,"MULTILINESTRING M ((-71.12508110999994 42.35210681500007 NAN, -71.124697633999972 42.352075741000078 NAN))"
1170,Cambridge Street,5609900.000000000000000,3,2,1,2022,SBL,0.000666307543667,"MULTILINESTRING M ((-71.126417927999967 42.357865113000059 NAN, -71.125783765999984 42.358069574000069 NAN))"
1171,North Harvard Street,5813800.000000000000000,5,2,,2009,BLSL,0.000735245522530,"MULTILINESTRING M ((-71.130233974999953 42.362670140000034 NAN, -71.130301791999955 42.362520910000057 NAN, -71.130361901999947 42.362361301000078 NAN, -71.130411623999976 42.362129637000066 NAN, -71.130417894999937 42.361965921000035 NAN))"
1172,North Harvard Street,5814000.000000000000000,5,2,,2009,BLSL,0.000096129000954,"MULTILINESTRING M ((-71.130182810999941 42.362751522000053 NAN, -71.130233974999953 42.362670140000034 NAN))"
1173,Western Avenue,4436200.000000000000000,5,2,,2012,BL,0.000991983942765,"MULTILINESTRING M ((-71.129755677999981 42.36320618600007 NAN, -71.129196979999961 42.363252214000056 NAN, -71.128767313999958 42.363290778000078 NAN))"
1174,Western Avenue,5151800.000000000000000,5,2,,2021,SBL,0.000751388878058,"MULTILINESTRING M ((-71.128767313999958 42.363290778000078 NAN, -71.12832685799998 42.363325369000052 NAN, -71.128018109999971 42.363348005000034 NAN))"
1175,South Street,4551200.000000000000000,0,2,,2023,CFBS,0.002183793165383,"MULTILINESTRING M ((-71.155679124999949 42.340248921000068 NAN, -71.156069989999935 42.340166254000053 NAN, -71.156618528999957 42.340028346000054 NAN, -71.157522471999982 42.339820508000059 NAN, -71.157671385999947 42.339791392000052 NAN, -71.157743316999984 42.33975218900008 NAN, -71.157788665999988 42.339716854000073 NAN))"
1176,Neponset Valley Parkway,5099700.000000000000000,5,3,,2020,SLM,0.000965142154425,"MULTILINESTRING M ((-71.133772989999954 42.239650915000027 NAN, -71.133767420999959 42.23976231000006 NAN, -71.133757025999955 42.239825300000064 NAN, -71.133661323999945 42.240038256000048 NAN, -71.133424609999963 42.240541674000042 NAN))"
1177,Neponset Valley Parkway,5100400.000000000000000,3,3,,2020,SLM,0.001039158634711,"MULTILINESTRING M ((-71.13190179299994 42.237244480000072 NAN, -71.131805920999966 42.237193532000049 NAN, -71.131678192999971 42.237152046000062 NAN, -71.131337225999971 42.237058667000042 NAN, -71.130908913999974 42.236946439000064 NAN))"
1178,Centre Street,4881000.000000000000000,5,2,,2023,SBL,0.001180191726867,"MULTILINESTRING M ((-71.152202941999974 42.287534070000049 NAN, -71.151961752999966 42.287536156000044 NAN, -71.151609765999979 42.287497950000045 NAN, -71.151032251999936 42.287405044000025 NAN))"
1179,Centre Street,5373300.000000000000000,3,2,1,2023,BL,0.000372908857502,"MULTILINESTRING M ((-71.148435493999955 42.287167581000062 NAN, -71.148238644999935 42.287125902000071 NAN, -71.148069374999977 42.28709714200005 NAN))"
1180,North Beacon Street,5576300.000000000000000,3,2,,2024,SBL,0.000285752569985,"MULTILINESTRING M ((-71.14589876399998 42.355345750000026 NAN, -71.145621527999936 42.355276506000052 NAN))"
1181,Ramp - Soldiers Field Rd Wb To Birmingham,4442200.000000000000000,3,3,,2022,SUP,0.000770797241582,"MULTILINESTRING M ((-71.147372595999968 42.360450968000066 NAN, -71.147084939999957 42.360471469000061 NAN, -71.146604982999975 42.360520072000043 NAN))"
1182,Washington Street,5281100.000000000000000,3,2,,2016,BFBL,0.000200559122442,"MULTILINESTRING M ((-71.138317927999935 42.277184998000052 NAN, -71.138169219999952 42.277319571000078 NAN))"
1183,North Beacon Street,5841800.000000000000000,3,2,,2024,SBL,0.000793196262036,"MULTILINESTRING M ((-71.143349440999941 42.354694731000052 NAN, -71.142579259999934 42.354505043000074 NAN))"
1184,North Beacon Street,5842000.000000000000000,3,2,,2024,SBL,0.000214810024878,"MULTILINESTRING M ((-71.142579259999934 42.354505043000074 NAN, -71.142370579999977 42.354454092000026 NAN))"
1185,North Beacon Street,4471600.000000000000000,3,2,,2024,SBL,0.001015861218198,"MULTILINESTRING M ((-71.141664083999956 42.354271424000046 NAN, -71.140681816999972 42.354012338000075 NAN))"
1186,Poplar Street,4934300.000000000000000,6,2,,2023,CFBL,0.002422922804834,"MULTILINESTRING M ((-71.128714131999971 42.284966724000071 NAN, -71.128499556999941 42.28421202800007 NAN, -71.128280188999952 42.283564789000025 NAN, -71.128124525999965 42.283070805000079 NAN, -71.128046157999961 42.282898935000048 NAN, -71.127942536999967 42.282673523000028 NAN))"
1187, ,6317600.000000000000000,0, ,,,SUP,0.000158923875862,"MULTILINESTRING M ((-71.119457891999957 42.307331136000073 NAN, -71.119300621999969 42.307354004000047 NAN))"
1188,American Legion Highway,5172500.000000000000000,5,2,1,2020,SBL,0.000707833584022,"MULTILINESTRING M ((-71.116357568999945 42.279963205000058 NAN, -71.116198484999984 42.280394819000037 NAN, -71.116111124999975 42.280626747000042 NAN))"
1189,Centre Street,5199300.000000000000000,5,2,,2011,SLM,0.000594695358811,"MULTILINESTRING M ((-71.120129531999964 42.308964272000026 NAN, -71.11966124099996 42.308899140000051 NAN, -71.119540521999966 42.308882237000034 NAN))"
1190,Perkins Street,5150400.000000000000000,5,3,1,2008,BL,0.000134462138607,"MULTILINESTRING M ((-71.123959533999937 42.319240242000035 NAN, -71.123843692999969 42.319308513000067 NAN))"
1191,Perkins Street,6229000.000000000000000,5,3,1,2008,BL,0.000621083573638,"MULTILINESTRING M ((-71.123270949999949 42.319642685000076 NAN, -71.123835285999974 42.319383321000032 NAN))"
1192,Perkins Street,5150600.000000000000000,5,3,1,2008,BL,0.000364825762617,"MULTILINESTRING M ((-71.123570742999959 42.319434786000045 NAN, -71.123270949999949 42.319642685000076 NAN))"
1193,Cambridge Street,6269000.000000000000000,3,2,1,2022,SBL,0.003403723029578,
1194,American Legion Highway,6232400.000000000000000,5,2,1,2020,BL,0.000960052583983,"MULTILINESTRING M ((-71.11648648299996 42.28000920900007 NAN, -71.116531159999965 42.27988894300006 NAN, -71.116704747999961 42.279471446000059 NAN, -71.116743659999941 42.279333155000074 NAN, -71.116768665999984 42.279207758000041 NAN, -71.116780487999961 42.279100324000069 NAN))"
1195,American Legion Highway,6222900.000000000000000,5,2,1,2009,BFBL,0.001220296606485,"MULTILINESTRING M ((-71.115853731999948 42.277205465000065 NAN, -71.115844158999948 42.277034939000032 NAN, -71.115830548999952 42.27687396500005 NAN, -71.115847652999946 42.276458757000057 NAN, -71.115898232999939 42.275989079000055 NAN))"
